l_url,l_hostname,ip,dots,hyphens,at,qm,and,or,eq,undrscr,tilde,prcnt,slsh,star,colon,comma,semicolumn,dollar,space,www,com,dslash,http_in_path,https_token,digits_url_ratio,digits_host_ratio,punycode,port,tld_in_path,tld_in_subdomain,abnrml_subdomain,subdomains,prefix_suffix,random_domain,shortening_service,path_extension,redirection,external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
38,25,0,2,1,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,3,1,10,10,1,5,6.333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1050,5158,0,0,1,8,bad
29,22,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.068965517,0.090909091,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,9,9,0,8.5,8.5,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,bad
53,21,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,5,3,3,5,13,13,10,7.6,8,7.333333333,0,0,0,0,0,0,61,0.868852459,0.131147541,0,1,0,0.125,0,0.125,0,1,69.23076923,0,80,20,0,0,0,95.23809524,0,0,0,1,0,0,528,3747,774723,0,1,4,good
68,24,0,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,3,2,3,2,16,16,10,6.25,9.5,5.166666667,0,0,0,0,0,0,40,0.75,0.25,0,1,0,0.1,0,0,1,1,50,0,100,0,0,0,0,50,0,0,0,1,1,0,2785,-1,435362,0,0,5,good
82,15,1,2,2,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.207317073,0,0,0,0,0,0,2,0,0,1,0,0,0,10,9,3,3,3,11,7,11,6.1,5,6.375,0,1,0,0,0,0,278,0.874100719,0.125899281,0,1,0,0.142857143,0,0.057142857,0,1,87.5,0,77.96610169,22.03389831,0,0,0,46.42857143,0,0,0,0,0,0,60,9283,124,0,0,7,good
72,16,0,2,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,9,0,2,9,2,9,9,9,5.555555556,9,5.125,2,0,0,0,0,0,132,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,1,0,-1,0,0,1,0,bad
26,19,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,6,6,0,8,8,0,7,7,0,0,1,0,0,0,0,14,0.857142857,0.142857143,0,0,0,0.5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1048,5160,0,0,0,8,good
72,20,1,3,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.138888889,0,0,0,0,0,0,3,1,0,0,0,2,0,8,3,1,14,1,14,14,12,6.5,14,5.428571429,2,0,0,0,0,0,185,0.054054054,0.945945946,0,14,0,0.057142857,0,0.011428571,1,1,4.918032787,0,3.225806452,96.77419355,0,0,0,6.12244898,0,0,0,1,1,0,236,495,0,0,1,2,bad
24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,58,0.172413793,0.827586207,0,0,0,0.1875,0,0.020833333,0,0,87.5,0,0,100,0,0,0,0,0,0,0,0,1,0,514,7603,907,0,0,4,good
41,22,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.024390244,0,0,0,0,0,0,3,1,0,0,0,1,0,5,3,2,3,2,6,6,6,4.2,4.333333333,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,1,0,13,0,0,1,0,bad
82,16,0,2,0,0,1,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.06097561,0,0,0,0,0,0,2,0,0,0,0,0,0,10,1,1,5,1,19,6,19,6.1,5.5,6.25,1,1,0,0,0,0,10,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,8348,1,0,1,10,bad
65,16,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.061538462,0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,1,5,1,22,6,22,6.714285714,5.5,7.2,0,1,0,0,0,0,10,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,1,0,1,10,bad
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.034482759,0.05,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,5,0,11,11,0,8,8,0,0,0,0,0,0,0,13,0.692307692,0.307692308,0,0,0,0,0,0.5,1,0,33.33333333,0,100,0,0,0,0,0,0,1,0,1,0,0,111,1350,19778,0,1,6,bad
40,15,0,2,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,4,4,4,6,6,5,4.6,5,4.333333333,0,0,0,0,0,0,10,0.9,0.1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,137,6802,1577923,0,1,2,good
60,20,0,3,1,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,5,3,3,4,8,7,8,5.25,4.666666667,5.6,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,443,4670,0,0,0,4,good
45,20,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,5,3,3,3,3,12,12,7,5.8,7.5,4.666666667,0,0,0,0,0,0,83,0.21686747,0.78313253,0,5,0,0.123076923,0,0.030769231,0,1,0,0,44.82758621,55.17241379,0,0,0,15,0,0,0,0,1,0,485,7914,2450,0,0,6,good
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,247,0.344129555,0.655870445,0,0,0,0,0,0,0,1,50,0,13.17365269,86.82634731,0,0,0,70.37037037,0,0,0,1,0,0,611,7424,29440,0,0,3,good
38,31,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,18,18,0,13,13,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,bad
439,14,1,3,2,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,1,0.480637813,0.142857143,0,0,0,0,0,3,0,1,0,0,0,0,15,15,3,3,3,288,6,288,27.6,4.5,31.15384615,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1063,-1,0,0,1,0,bad
47,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.042553191,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,13,6,13,5.166666667,4.5,5.5,0,0,0,0,0,0,6,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169,7501,628638,0,0,5,good
40,13,1,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.25,0.769230769,0,0,1,1,1,3,0,0,0,0,0,0,12,0,2,2,2,5,3,5,3,2.5,3.25,0,0,0,0,0,2,4,0.5,0.5,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,1,1,0,bad
72,23,0,3,1,0,0,0,0,0,1,0,1,5,0,1,0,0,0,1,1,0,0,0,1,0.027777778,0,0,0,0,0,0,3,1,0,0,0,0,0,9,4,2,3,2,15,15,7,5.888888889,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2759,6006,0,0,1,2,good
36,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,5,7,10,10,7,7.333333333,7.5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,630,1561,0,0,0,0,bad
32,12,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,6,1,6,6,6,3.75,6,3,0,1,0,0,0,0,137,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,1,0,-1,47038,0,0,5,good
40,22,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.025,0.045454545,0,0,0,0,0,1,0,0,0,0,2,0,3,1,2,18,2,18,18,7,9,18,4.5,1,0,0,0,0,0,19,0.894736842,0.105263158,0,0,0,0,0,0,0,0,100,0,50,50,0,0,0,100,0,0,0,1,0,0,324,4058,0,0,1,3,bad
77,23,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,2,19,2,32,19,32,15.75,19,14.66666667,0,0,0,0,0,0,30,0.966666667,0.033333333,0,0,0,0,0,0,0,0,100,0,80,20,0,0,0,100,0,0,0,1,0,0,76,5767,0,0,1,2,bad
52,15,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,3,3,4,8,7,8,6,5,6.5,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,98,-1,0,0,1,4,good
109,14,0,2,8,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0.073394495,0,0,0,0,0,0,2,0,0,0,0,0,0,16,7,2,3,2,17,6,17,5.0625,4.5,5.142857143,1,0,0,0,0,0,17,0.294117647,0.705882353,0,0,0,0,0,0.166666667,0,1,0,0,0,0,0,0,0,61.53846154,0,0,0,1,1,0,694,9896,180,0,0,8,good
109,15,0,4,2,0,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.04587156,0,0,0,0,0,0,3,1,1,0,0,0,0,14,1,2,3,2,15,4,15,5.785714286,3.5,6.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,93245,0,1,3,bad
361,20,0,3,0,0,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.063711911,0.05,0,0,0,0,0,3,0,0,0,0,0,0,8,2,3,3,3,301,12,301,42.625,7.5,54.33333333,6,0,0,0,0,0,90,0.788888889,0.211111111,0,0,0,0,0,0.052631579,0,1,73.33333333,0,66.66666667,33.33333333,0,0,0,85.71428571,0,0,0,1,0,0,178,187,0,0,1,0,bad
118,42,1,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.177966102,0,0,0,0,1,0,3,0,0,0,0,1,0,12,7,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0,bad
55,14,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.381818182,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,10,10,32,32,10,32,21,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,246,5233,10313348,0,1,3,bad
43,26,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,4,3,3,3,11,11,5,5.6,6.666666667,4,1,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0,0,1,81.81818182,0,100,0,0,0,0,0,0,0,0,1,1,0,254,7050,1222496,1,1,2,bad
27,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,7,7,2,4,5,2,0,0,0,0,0,0,52,0.673076923,0.326923077,0,1,0,0,0,0.117647059,0,1,64.70588235,0,0,100,0,0,0,79.16666667,0,0,0,0,0,0,672,5901,58597,0,0,4,good
123,23,0,9,0,0,1,1,0,2,0,0,5,5,0,1,0,1,0,0,0,0,0,1,0,0.081300813,0.086956522,0,0,1,0,0,3,0,0,0,0,0,0,19,4,1,4,1,14,8,14,4.578947368,6,4.411764706,0,0,0,0,0,0,11,0.909090909,0.090909091,0,0,0,0,0,1,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,1,0,-1,105946,0,1,4,bad
58,21,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,7,3,3,3,6,8,8,7,5.857142857,5,6.5,0,0,0,0,0,0,91,0.791208791,0.208791209,0,1,0,0.157894737,0,0,0,1,25,0,77.77777778,22.22222222,0,0,0,14.28571429,0,0,0,0,0,0,683,6622,181216,0,1,4,good
44,36,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,8,8,0,23,23,0,15.5,15.5,0,0,1,0,0,0,0,306,0.879084967,0.120915033,0,3,0,0.216216216,0,0,0,1,18.18181818,0,0,100,0,0,0,94.32624113,0,0,0,1,1,0,371,7298,0,0,0,5,good
24,15,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,0,379,0.98944591,0.01055409,0,0,0,0,0,0.5,0,1,90.90909091,0,100,0,0,0,0,0,0,0,0,0,0,0,13,2544,2369609,0,0,3,good
57,24,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,3,16,16,8,6.666666667,9.5,5.25,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,825,7939,33059,0,0,5,good
359,23,0,22,0,0,2,7,0,8,11,0,0,20,0,5,0,0,0,0,0,0,1,4,1,0.019498607,0,0,0,0,0,0,3,0,0,0,0,0,0,60,6,1,2,1,17,6,17,4.633333333,4.25,4.660714286,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,482,1709,0,0,1,2,bad
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.260869565,0.428571429,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,593,867,0,0,0,0,bad
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,17,0.470588235,0.529411765,0,2,0,0,0,0,0,1,50,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0,0,0,1674,4169,79428,0,0,6,good
113,15,0,2,1,0,1,0,0,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.088495575,0,0,0,0,0,0,2,1,0,0,0,1,0,11,3,1,4,1,33,6,33,8.272727273,5,9,1,1,0,0,0,0,25,0.44,0.56,0,3,0,0,0,0,0,1,37.5,0,0,100,0,0,0,0,0,0,0,1,1,0,2975,8347,1,0,1,10,bad
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,173,0.826589595,0.173410405,0,1,0,0.166666667,0,0.366666667,0,1,70.96774194,0,91.66666667,8.333333333,0,0,0,44.44444444,0,0,0,0,0,0,1115,2901,324756,0,0,5,good
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,105,0.876190476,0.123809524,0,1,0,0,0,0.076923077,0,1,0,0,97.95918367,2.040816327,0,0,0,84.375,0,0,0,1,1,0,257,7048,576752,0,0,4,good
33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,8,8,0,11,11,0,9.5,9.5,0,0,0,0,0,0,0,22,0.318181818,0.681818182,0,2,0,0,0,0.066666667,1,1,18.18181818,0,0,100,0,0,0,100,0,0,0,1,0,0,86,2835,0,0,1,2,bad
57,21,0,2,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,4,7,4,9,9,8,6.666666667,8,6,0,0,0,0,0,0,628,0.807324841,0.192675159,0,0,0,0.066115702,0,0,0,0,100,0,100,0,0,0,0,4.724409449,0,0,0,0,1,0,600,6340,293,0,0,5,good
69,17,0,4,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0,8,4,2,3,2,13,9,13,6.25,6,6.333333333,3,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,0,769,5804,0,0,1,2,bad
34,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,18,18,0,10.5,10.5,0,0,0,0,0,0,0,21,0.619047619,0.380952381,0,0,0,0,0,0,0,0,53.33333333,0,50,50,0,0,0,0,0,0,0,0,0,0,588,7081,311717,0,0,4,good
73,26,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.04109589,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,3,10,3,13,11,13,7.857142857,10.5,6.8,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,0,732,9129,15733,0,0,5,good
23,16,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,122,0.950819672,0.049180328,0,0,0,0.333333333,0,0,0,0,100,0,87.5,12.5,0,0,0,16.66666667,0,0,0,0,1,0,265,4329,158136,0,0,4,good
135,32,0,2,2,0,1,0,0,1,2,0,0,7,0,3,0,0,0,0,0,1,0,0,0,0.074074074,0,0,0,1,0,0,2,1,0,1,0,1,0,13,0,1,2,1,24,14,24,8.384615385,8.666666667,8.3,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,382,8018,0,0,1,4,bad
35,26,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,4,4,0,11,11,0,6.666666667,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,2837,0,0,1,2,bad
93,14,1,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.215053763,0,0,0,0,0,0,2,0,0,0,0,1,0,6,4,4,8,4,32,8,32,12.5,8,13.4,0,0,0,0,0,0,12,0.916666667,0.083333333,0,0,0,0,0,0,0,0,83.33333333,0,100,0,0,0,0,0,0,0,0,1,0,1,0,2996,4189860,0,1,2,bad
73,17,1,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.095890411,0,0,0,0,0,0,1,0,0,0,0,1,0,7,1,3,13,3,13,13,9,8,13,7.166666667,0,1,0,0,0,0,305,0.432786885,0.567213115,0,2,0,0.138728324,0,0,0,1,20,0,9.090909091,90.90909091,0,0,0,18.07909605,0,0,0,1,1,0,192,6056,41,0,0,8,good
77,20,0,3,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,11,3,2,3,2,12,12,8,5.090909091,7.5,4.555555556,1,0,0,0,0,0,73,0.410958904,0.589041096,0,6,0,0,0,0,1,1,0,0,0,100,0,0,0,37.5,0,0,0,0,1,0,179,916,0,0,1,0,bad
45,15,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,2,4,11,4,11,11,6,6,11,4.75,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,1655,3094,408089,0,0,4,bad
31,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,202,0.623762376,0.376237624,0,0,0,0.039473684,0,0,1,1,64.28571429,0,4.651162791,95.34883721,0,0,0,34.21052632,0,0,0,1,0,0,122,4991,239038,0,0,6,good
75,18,0,2,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,11,2,2,4,2,10,9,10,4.818181818,6.5,4.444444444,0,1,0,0,0,0,64,0.875,0.125,0,0,0,0.25,0,0.125,0,0,100,0,100,0,0,0,0,33.33333333,0,0,0,0,0,0,285,10674,23,0,0,8,good
64,12,0,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,3,2,8,2,10,8,10,6.571428571,8,6.333333333,0,0,0,0,0,0,99,0.505050505,0.494949495,0,0,0,0.12244898,0,0.142857143,0,1,8.695652174,0,75,25,0,0,0,23.07692308,0,0,0,1,0,0,2320,5349,10753,0,0,5,good
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,8,0.875,0.125,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,50,0,0,0,0,1,0,290,1170,0,0,1,0,good
45,15,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,6,4,1,3,1,8,7,8,4.666666667,5,4.5,0,0,0,0,0,0,242,0.962809917,0.037190083,0,0,0,0.555555556,0,0.111111111,0,0,93.33333333,0,100,0,0,0,0,60,0,0,0,0,0,0,1883,9074,15117,0,0,5,good
47,18,1,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.255319149,0,0,0,0,0,0,2,0,1,0,0,0,0,5,3,2,6,2,10,8,10,6.2,7,5.666666667,1,0,0,0,0,0,480,0.327083333,0.672916667,0,5,0,0.145510836,0,0.06501548,0,1,7.317073171,0,8.333333333,91.66666667,0,0,0,7.391304348,0,0,0,1,1,1,0,-1,0,0,1,0,bad
61,21,0,3,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,4,3,3,3,13,13,8,5.375,8,4.5,0,0,0,0,0,0,189,0.904761905,0.095238095,0,0,0,0.333333333,0,0.055555556,0,0,75,0,100,0,0,0,0,11.11111111,0,0,0,1,0,0,319,7351,22839,0,0,5,good
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,2,0,7,7,0,4.5,4.5,0,0,0,0,0,0,0,31,0,1,0,3,0,0,0,0.193548387,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,5445,6496,0,0,5,good
26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,14,0,1,0,0,0,0.285714286,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,85,5029,2839278,0,0,3,good
78,10,0,4,0,1,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,3,3,11,3,11,5.5,3,5.777777778,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,1,0,-1,3940522,0,1,1,bad
39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,3,3,0,22,22,0,12.5,12.5,0,0,0,0,0,0,0,147,0.918367347,0.081632653,0,1,0,0.333333333,0,0.083333333,0,1,85.71428571,0,100,0,0,0,0,53.33333333,0,0,0,1,0,0,343,6962,211607,0,0,5,good
